# Mouse<->human orthologs derived from MGI HOM_MouseHumanSequence.rpt
# Source: https://www.informatics.jax.org/downloads/reports/HOM_MouseHumanSequence.rpt
# Downloaded 2026-07-31. Regenerate with scripts/build_orthologs.py
mouse_symbol	human_symbol	relationship
P4ha3	P4HA3	1:1
P4hb	P4HB	1:1
P4htm	P4HTM	1:1
Pa2g4	PA2G4	1:1
Pabir1	PABIR1	1:1
Pabir2	PABIR2	1:1
Pabir3	PABIR3	1:1
Pabpc1	PABPC1	many
Pabpc1	PABPC3	many
Pabpc1l	PABPC1L	1:1
Pabpc4	PABPC4	1:1
Pabpc4l	PABPC4L	1:1
Pabpc5	PABPC5	1:1
Pabpc6	PABPC1	many
Pabpc6	PABPC3	many
Pabpn1	PABPN1	1:1
Pabpn1l	PABPN1L	1:1
Pacc1	PACC1	1:1
Pacrg	PACRG	1:1
Pacrgl	PACRGL	1:1
Pacs1	PACS1	1:1
Pacs2	PACS2	1:1
Pacsin1	PACSIN1	1:1
Pacsin2	PACSIN2	1:1
Pacsin3	PACSIN3	1:1
Padi1	PADI1	1:1
Padi2	PADI2	1:1
Padi3	PADI3	1:1
Padi4	PADI4	1:1
Padi6	PADI6	1:1
Paf1	PAF1	1:1
Pafah1b1	PAFAH1B1	1:1
Pafah1b2	PAFAH1B2	1:1
Pafah1b3	PAFAH1B3	1:1
Pafah2	PAFAH2	1:1
Pag1	PAG1	1:1
Pagr1a	PAGR1	1:1
Pah	PAH	1:1
Paics	PAICS	1:1
Paip1	PAIP1	1:1
Paip2	PAIP2	1:1
Paip2b	PAIP2B	1:1
Pak1	PAK1	1:1
Pak1ip1	PAK1IP1	1:1
Pak2	PAK2	1:1
Pak3	PAK3	1:1
Pak4	PAK4	1:1
Pak5	PAK5	1:1
Pak6	BUB1B-PAK6	many
Pak6	PAK6	many
Pakap	PALM2AKAP2	1:1
Palb2	PALB2	1:1
Pald1	PALD1	1:1
Palld	PALLD	1:1
Palm	PALM	1:1
Palm3	PALM3	1:1
Palmd	PALMD	1:1
Pals1	PALS1	1:1
Pals2	PALS2	1:1
Pam	PAM	1:1
Pam16	PAM16	1:1
Pamr1	PAMR1	1:1
Pan2	PAN2	1:1
Pan3	PAN3	1:1
Pank1	PANK1	1:1
Pank2	PANK2	1:1
Pank3	PANK3	1:1
Pank4	PANK4	1:1
Pantr1	PANTR1	1:1
Panx1	PANX1	1:1
Panx2	PANX2	1:1
Panx3	PANX3	1:1
Paox	PAOX	1:1
Papln	PAPLN	1:1
Papola	PAPOLA	1:1
Papolb	PAPOLB	1:1
Papolg	PAPOLG	1:1
Pappa	PAPPA	1:1
Pappa2	PAPPA2	1:1
Papss1	PAPSS1	1:1
Papss2	PAPSS2	1:1
Paqr3	PAQR3	1:1
Paqr4	PAQR4	1:1
Paqr5	PAQR5	1:1
Paqr6	PAQR6	1:1
Paqr7	PAQR7	1:1
Paqr8	PAQR8	1:1
Paqr9	PAQR9	1:1
Parail	PARAIL	1:1
Paral1	PARAL1	1:1
Pard3	PARD3	1:1
Pard3b	PARD3B	1:1
Pard6a	PARD6A	1:1
Pard6b	PARD6B	1:1
Pard6g	PARD6G	1:1
Parg	PARG	1:1
Park7	PARK7	1:1
Parl	PARL	1:1
Parm1	PARM1	1:1
Parn	PARN	1:1
Parp1	PARP1	1:1
Parp10	PARP10	1:1
Parp11	PARP11	1:1
Parp12	PARP12	1:1
Parp14	PARP14	1:1
Parp16	PARP16	1:1
Parp2	PARP2	1:1
Parp3	PARP3	1:1
Parp4	PARP4	1:1
Parp6	PARP6	1:1
Parp8	PARP8	1:1
Parp9	PARP9	1:1
Parpbp	PARPBP	1:1
Pars2	PARS2	1:1
Parva	PARVA	1:1
Parvb	PARVB	1:1
Parvg	PARVG	1:1
Pasd1	PASD1	1:1
Pask	PASK	1:1
Pate1	PATE1	1:1
Pate2	PATE2	1:1
Pate3	PATE3	1:1
Pate4	PATE4	1:1
Patj	PATJ	1:1
Patl1	PATL1	1:1
Patl2	PATL2	1:1
Patz1	PATZ1	1:1
Paupar	PAUPAR	1:1
Pawr	PAWR	1:1
Pax1	PAX1	1:1
Pax2	PAX2	1:1
Pax3	PAX3	1:1
Pax4	PAX4	1:1
Pax5	PAX5	1:1
Pax6	PAX6	1:1
Pax7	PAX7	1:1
Pax8	PAX8	1:1
Pax9	PAX9	1:1
Paxbp1	PAXBP1	1:1
Paxip1	PAXIP1	1:1
Paxx	PAXX	1:1
Pbdc1	PBDC1	1:1
Pbk	PBK	1:1
Pbld1	PBLD	1:1
Pbld2	PBLD	1:1
Pbp2	PEBP1	1:1
Pbrm1	PBRM1	1:1
Pbx1	PBX1	1:1
Pbx2	PBX2	1:1
Pbx3	PBX3	1:1
Pbx4	PBX4	1:1
Pbxip1	PBXIP1	1:1
Pcare	PCARE	1:1
Pcbd1	PCBD1	1:1
Pcbd2	PCBD2	1:1
Pcbp1	PCBP1	1:1
Pcbp2	PCBP2	1:1
Pcbp3	PCBP3	1:1
Pcbp4	PCBP4	1:1
Pcca	PCCA	1:1
Pccb	PCCB	1:1
Pcdh1	PCDH1	1:1
Pcdh10	PCDH10	1:1
Pcdh11x	PCDH11X	many
Pcdh11x	PCDH11Y	many
Pcdh12	PCDH12	1:1
Pcdh15	PCDH15	1:1
Pcdh17	PCDH17	1:1
Pcdh18	PCDH18	1:1
Pcdh19	PCDH19	1:1
Pcdh20	PCDH20	1:1
Pcdh7	PCDH7	1:1
Pcdh8	PCDH8	1:1
Pcdh9	PCDH9	1:1
Pcdha1	PCDHA1	1:1
Pcdha11	PCDHA11	1:1
Pcdha12	PCDHA13	1:1
Pcdha2	PCDHA2	1:1
Pcdha3	PCDHA3	1:1
Pcdha4	PCDHA4	1:1
Pcdha4b	PCDHA4	1:1
Pcdha5	PCDHA5	1:1
Pcdha6	PCDHA6	many
Pcdha6	PCDHA8	many
Pcdha7	PCDHA7	many
Pcdha7	PCDHA9	many
Pcdha8	PCDHA9	1:1
Pcdha9	PCDHA10	1:1
Pcdhac1	PCDHAC1	1:1
Pcdhac2	PCDHAC2	1:1
Pcdhb1	PCDHB1	1:1
Pcdhb10	PCDHB5	1:1
Pcdhb11	PCDHB5	1:1
Pcdhb12	PCDHB5	1:1
Pcdhb13	PCDHB6	1:1
Pcdhb15	PCDHB7	1:1
Pcdhb16	PCDHB13	many
Pcdhb16	PCDHB8	many
Pcdhb17	PCDHB16	1:1
Pcdhb18	PCDHB10	many
Pcdhb18	PCDHB9	many
Pcdhb19	PCDHB11	many
Pcdhb19	PCDHB12	many
Pcdhb2	PCDHB2	1:1
Pcdhb20	PCDHB14	1:1
Pcdhb21	PCDHB18P	1:1
Pcdhb22	PCDHB15	1:1
Pcdhb3	PCDHB3	1:1
Pcdhb4	PCDHB5	1:1
Pcdhb5	PCDHB4	1:1
Pcdhb6	PCDHB5	1:1
Pcdhb7	PCDHB4	1:1
Pcdhb8	PCDHB5	1:1
Pcdhb9	PCDHB4	1:1
Pcdhga1	PCDHGA1	1:1
Pcdhga10	PCDHGA10	1:1
Pcdhga11	PCDHGA11	1:1
Pcdhga12	PCDHGA12	1:1
Pcdhga2	PCDHGA2	1:1
Pcdhga3	PCDHGA3	1:1
Pcdhga4	PCDHGA4	1:1
Pcdhga5	PCDHGA5	1:1
Pcdhga6	PCDHGA6	1:1
Pcdhga7	PCDHGA7	1:1
Pcdhga8	PCDHGA8	1:1
Pcdhga9	PCDHGA9	1:1
Pcdhgb1	PCDHGB1	1:1
Pcdhgb2	PCDHGB2	1:1
Pcdhgb4	PCDHGB4	1:1
Pcdhgb5	PCDHGB5	1:1
Pcdhgb6	PCDHGB6	1:1
Pcdhgb7	PCDHGB7	1:1
Pcdhgb8	PCDHGB8P	1:1
Pcdhgc3	PCDHGC3	1:1
Pcdhgc4	PCDHGC4	1:1
Pcdhgc5	PCDHGC5	1:1
Pced1a	PCED1A	1:1
Pced1b	PCED1B	1:1
Pcf11	PCF11	1:1
Pcgf1	PCGF1	1:1
Pcgf2	PCGF2	1:1
Pcgf3	PCGF3	1:1
Pcgf5	PCGF5	1:1
Pcgf6	PCGF6	1:1
Pcid2	PCID2	1:1
Pcif1	PCIF1	1:1
Pck1	PCK1	1:1
Pck2	PCK2	1:1
Pclaf	PCLAF	1:1
Pclo	PCLO	1:1
Pcm1	PCM1	1:1
Pcmt1	PCMT1	1:1
Pcmtd1	PCMTD1	1:1
Pcmtd2	PCMTD2	1:1
Pcna	PCNA	1:1
Pcnp	PCNP	1:1
Pcnt	PCNT	1:1
Pcnx1	PCNX1	1:1
Pcnx2	PCNX2	1:1
Pcnx3	PCNX3	1:1
Pcnx4	PCNX4	1:1
Pcolce	PCOLCE	1:1
Pcolce2	PCOLCE2	1:1
Pcp2	PCP2	1:1
Pcp4	PCP4	1:1
Pcp4l1	PCP4L1	1:1
Pcsk1	PCSK1	1:1
Pcsk1n	PCSK1N	1:1
Pcsk2	PCSK2	1:1
Pcsk4	PCSK4	1:1
Pcsk5	PCSK5	1:1
Pcsk6	PCSK6	1:1
Pcsk7	PCSK7	1:1
Pcsk9	PCSK9	1:1
Pctp	PCTP	1:1
Pcx	PC	1:1
Pcyox1	PCYOX1	1:1
Pcyox1l	PCYOX1L	1:1
Pcyt1a	PCYT1A	1:1
Pcyt1b	PCYT1B	1:1
Pcyt2	PCYT2	1:1
Pdap1	PDAP1	1:1
Pdc	PDC	1:1
Pdcd1	PDCD1	1:1
Pdcd10	PDCD10	1:1
Pdcd11	PDCD11	1:1
Pdcd1lg2	PDCD1LG2	1:1
Pdcd2	PDCD2	1:1
Pdcd2l	PDCD2L	1:1
Pdcd4	PDCD4	1:1
Pdcd5	PDCD5	1:1
Pdcd6	PDCD6	1:1
Pdcd6ip	PDCD6IP	1:1
Pdcd7	PDCD7	1:1
Pdcl	PDCL	1:1
Pdcl2	PDCL2	1:1
Pdcl3	PDCL3	1:1
Pde10a	PDE10A	1:1
Pde11a	PDE11A	1:1
Pde12	PDE12	1:1
Pde1a	PDE1A	1:1
Pde1b	PDE1B	1:1
Pde1c	PDE1C	1:1
Pde2a	PDE2A	1:1
Pde3a	PDE3A	1:1
Pde3b	PDE3B	1:1
Pde4a	PDE4A	1:1
Pde4b	PDE4B	1:1
Pde4c	PDE4C	1:1
Pde4d	PDE4D	1:1
Pde4dip	PDE4DIP	1:1
Pde5a	PDE5A	1:1
Pde6a	PDE6A	1:1
Pde6b	PDE6B	1:1
Pde6c	PDE6C	1:1
Pde6d	PDE6D	1:1
Pde6g	PDE6G	1:1
Pde6h	PDE6H	1:1
Pde7a	PDE7A	1:1
Pde7b	PDE7B	1:1
Pde8a	PDE8A	1:1
Pde8b	PDE8B	1:1
Pde9a	PDE9A	1:1
Pdf	PDF	1:1
Pdgfa	PDGFA	1:1
Pdgfb	PDGFB	1:1
Pdgfc	PDGFC	1:1
Pdgfd	PDGFD	1:1
Pdgfra	PDGFRA	1:1
Pdgfrb	PDGFRB	1:1
Pdgfrl	PDGFRL	1:1
Pdha1	PDHA1	1:1
Pdha2	PDHA2	1:1
Pdhb	PDHB	1:1
Pdhx	PDHX	1:1
Pdia2	PDIA2	1:1
Pdia3	PDIA3	1:1
Pdia4	PDIA4	1:1
Pdia5	PDIA5	1:1
Pdia6	PDIA6	1:1
Pdik1l	PDIK1L	1:1
Pdilt	PDILT	1:1
Pdk1	PDK1	1:1
Pdk2	PDK2	1:1
Pdk3	PDK3	1:1
Pdk4	PDK4	1:1
Pdlim1	PDLIM1	1:1
Pdlim2	PDLIM2	1:1
Pdlim3	PDLIM3	1:1
Pdlim4	PDLIM4	1:1
Pdlim5	PDLIM5	1:1
Pdlim7	PDLIM7	1:1
Pdp1	PDP1	1:1
Pdp2	PDP2	1:1
Pdpk1	PDPK1	many
Pdpk1	PDPK2P	many
Pdpn	PDPN	1:1
Pdpr	PDPR	1:1
Pdrg1	PDRG1	1:1
Pds5a	PDS5A	1:1
Pds5b	PDS5B	1:1
Pdss1	PDSS1	1:1
Pdss2	PDSS2	1:1
Pdx1	PDX1	1:1
Pdxdc1	PDXDC1	many
Pdxdc1	PDXDC2P	many
Pdxk	PDXK	1:1
Pdxp	PDXP	1:1
Pdyn	PDYN	1:1
Pdzd11	PDZD11	1:1
Pdzd2	PDZD2	1:1
Pdzd4	PDZD4	1:1
Pdzd7	PDZD7	1:1
Pdzd8	PDZD8	1:1
Pdzd9	PDZD9	1:1
Pdzk1	PDZK1	many
Pdzk1	PDZK1P1	many
Pdzk1ip1	PDZK1IP1	1:1
Pdzph1	PDZPH1P	1:1
Pdzrn3	PDZRN3	1:1
Pdzrn4	PDZRN4	1:1
Pea15a	PEA15	1:1
Peak1	PEAK1	1:1
Pear1	PEAR1	1:1
Pebp1	PEBP1	1:1
Pebp4	PEBP4	1:1
Pecam1	PECAM1	1:1
Pecr	PECR	1:1
Peds1	PEDS1	many
Peds1	PEDS1-UBE2V1	many
Pef1	PEF1	1:1
Peg10	PEG10	1:1
Peg12	FRAT1	1:1
Peg13	PEG13	1:1
Peg3	PEG3	1:1
Peli1	PELI1	1:1
Peli2	PELI2	1:1
Peli3	PELI3	1:1
Pelo	PELO	1:1
Pelp1	PELP1	1:1
Pemt	PEMT	1:1
Penk	PENK	1:1
Pepb	PEPB	1:1
Pepd	PEPD	1:1
Pepf	PGA3	many
Pepf	PGA4	many
Pepf	PGA5	many
Per1	PER1	1:1
Per2	PER2	1:1
Per3	PER3	1:1
Percc1	PERCC1	1:1
Perm1	PERM1	1:1
Perp	PERP	1:1
Pes1	PES1	1:1
Pet100	PET100	1:1
Pet117	PET117	1:1
Pex1	PEX1	1:1
Pex10	PEX10	1:1
Pex11a	PEX11A	1:1
Pex11b	PEX11B	1:1
Pex11g	PEX11G	1:1
Pex12	PEX12	1:1
Pex13	PEX13	1:1
Pex14	PEX14	1:1
Pex16	PEX16	1:1
Pex19	PEX19	1:1
Pex2	PEX2	1:1
Pex26	PEX26	1:1
Pex3	PEX3	1:1
Pex39	PEX39	1:1
Pex5	PEX5	1:1
Pex5l	PEX5L	1:1
Pex6	PEX6	1:1
Pex7	PEX7	1:1
Pf4	PF4	many
Pf4	PF4V1	many
Pfas	PFAS	1:1
Pfdn1	PFDN1	1:1
Pfdn2	PFDN2	1:1
Pfdn4	PFDN4	1:1
Pfdn5	PFDN5	1:1
Pfdn6	PFDN6	1:1
Pfkfb1	PFKFB1	1:1
Pfkfb2	PFKFB2	1:1
Pfkfb3	PFKFB3	1:1
Pfkfb4	PFKFB4	1:1
Pfkl	PFKL	1:1
Pfkm	PFKM	1:1
Pfkp	PFKP	1:1
Pfn1	PFN1	1:1
Pfn2	PFN2	1:1
Pfn3	PFN3	1:1
Pfn4	PFN4	1:1
Pfpl	MPEG1	1:1
Pgam1	PGAM1	many
Pgam1	PGAM4	many
Pgam2	PGAM2	1:1
Pgam5	PGAM5	1:1
Pgap1	PGAP1	1:1
Pgap2	PGAP2	1:1
Pgap3	PGAP3	1:1
Pgap4	PGAP4	1:1
Pgap6	PGAP6	1:1
Pgbd1	PGBD1	many
Pgbd1	PGBD2	many
Pgbd5	PGBD5	1:1
Pgc	PGC	1:1
Pgcka1	PGCKA1	1:1
Pgd	PGD	1:1
Pgf	PGF	1:1
Pgghg	PGGHG	1:1
Pggt1b	PGGT1B	1:1
Pgk1	PGK1	1:1
Pgk2	PGK2	1:1
Pgls	PGLS	1:1
Pglyrp1	PGLYRP1	1:1
Pglyrp2	PGLYRP2	1:1
Pglyrp3	PGLYRP3	1:1
Pglyrp4	PGLYRP4	1:1
Pgm1	PGM1	1:1
Pgm2	PGM2	1:1
Pgm2l1	PGM2L1	1:1
Pgm3	PGM3	1:1
Pgm5	PGM5	1:1
Pgp	PGP	1:1
Pgpep1	PGPEP1	1:1
Pgpep1l	PGPEP1L	1:1
Pgr	PGR	1:1
Pgrmc1	PGRMC1	1:1
Pgrmc2	PGRMC2	1:1
Pgs1	PGS1	1:1
Phactr1	PHACTR1	1:1
Phactr2	PHACTR2	1:1
Phactr3	PHACTR3	1:1
Phactr4	PHACTR4	1:1
Phaf1	PHAF1	1:1
Phax	PHAX	1:1
Phb1	PHB1	1:1
Phb2	PHB2	1:1
Phc1	PHC1	1:1
Phc2	PHC2	1:1
Phc3	PHC3	1:1
Pheta1	PHETA1	1:1
Pheta2	PHETA2	1:1
Phex	PHEX	1:1
Phf1	PHF1	1:1
Phf10	PHF10	1:1
Phf11	PHF11	1:1
Phf11a	PHF11	1:1
Phf11b	PHF11	1:1
Phf11c	PHF11	1:1
Phf11d	PHF11	1:1
Phf12	PHF12	1:1
Phf13	PHF13	1:1
Phf14	PHF14	1:1
Phf19	PHF19	1:1
Phf2	PHF2	1:1
Phf20	PHF20	1:1
Phf20l1	PHF20L1	1:1
Phf21a	PHF21A	1:1
Phf21b	PHF21B	1:1
Phf23	PHF23	1:1
Phf24	PHF24	1:1
Phf3	PHF3	1:1
Phf5a	PHF5A	1:1
Phf6	PHF6	1:1
Phf7	PHF7	1:1
Phf8	PHF8	1:1
Phgdh	PHGDH	1:1
Phgr1	PHGR1	1:1
Phip	PHIP	1:1
Phka1	PHKA1	1:1
Phka2	PHKA2	1:1
Phkb	PHKB	1:1
Phkg1	PHKG1	1:1
Phkg2	PHKG2	1:1
Phlda1	PHLDA1	1:1
Phlda2	PHLDA2	1:1
Phlda3	PHLDA3	1:1
Phldb1	PHLDB1	1:1
Phldb2	PHLDB2	1:1
Phldb3	PHLDB3	1:1
Phlpp1	PHLPP1	1:1
Phlpp2	PHLPP2	1:1
Phospho1	PHOSPHO1	1:1
Phospho2	PHOSPHO2	1:1
Phox2a	PHOX2A	1:1
Phox2b	PHOX2B	1:1
Phpt1	PHPT1	1:1
Phrf1	PHRF1	1:1
Phtf1	PHTF1	1:1
Phtf2	PHTF2	1:1
Phyh	PHYH	1:1
Phyhd1	PHYHD1	1:1
Phyhip	PHYHIP	1:1
Phyhipl	PHYHIPL	1:1
Phykpl	PHYKPL	1:1
Pi15	PI15	1:1
Pi16	PI16	1:1
Pi4k2a	PI4K2A	1:1
Pi4k2b	PI4K2B	1:1
Pi4ka	PI4KA	1:1
Pi4kb	PI4KB	1:1
Pianp	PIANP	1:1
Pias1	PIAS1	1:1
Pias2	PIAS2	1:1
Pias3	PIAS3	1:1
Pias4	PIAS4	1:1
Pibf1	PIBF1	1:1
Picalm	PICALM	1:1
Pick1	PICK1	1:1
Pid1	PID1	1:1
Pidd1	PIDD1	1:1
Pierce1	PIERCE1	1:1
Pierce2	PIERCE2	1:1
Piezo1	PIEZO1	1:1
Piezo2	PIEZO2	1:1
Pif1	PIF1	1:1
Piga	PIGA	1:1
Pigb	PIGB	1:1
Pigbos1	PIGBOS1	1:1
Pigc	PIGC	1:1
Pigf	PIGF	1:1
Pigg	PIGG	1:1
Pigh	PIGH	1:1
Pigk	PIGK	1:1
Pigl	PIGL	1:1
Pigm	PIGM	1:1
Pign	PIGN	1:1
Pigo	PIGO	1:1
Pigp	PIGP	1:1
Pigq	PIGQ	1:1
Pigr	PIGR	1:1
Pigs	PIGS	1:1
Pigt	PIGT	1:1
Pigu	PIGU	1:1
Pigv	PIGV	1:1
Pigw	PIGW	1:1
Pigx	PIGX	1:1
Pigyl	PIGY	1:1
Pigz	PIGZ	1:1
Pih1d1	PIH1D1	1:1
Pih1d2	PIH1D2	1:1
Pik3ap1	PIK3AP1	1:1
Pik3c2a	PIK3C2A	1:1
Pik3c2b	PIK3C2B	1:1
Pik3c2g	PIK3C2G	1:1
Pik3c3	PIK3C3	1:1
Pik3ca	PIK3CA	1:1
Pik3cb	PIK3CB	1:1
Pik3cd	PIK3CD	1:1
Pik3cg	PIK3CG	1:1
Pik3ip1	PIK3IP1	1:1
Pik3r1	PIK3R1	1:1
Pik3r2	PIK3R2	1:1
Pik3r3	PIK3R3	1:1
Pik3r4	PIK3R4	1:1
Pik3r5	PIK3R5	1:1
Pik3r6	PIK3R6	1:1
Pikfyve	PIKFYVE	1:1
Pilra	PILRA	many
Pilra	PILRB	many
Pilrb1	PILRA	many
Pilrb1	PILRB	many
Pilrb2	PILRB	1:1
Pim1	PIM1	1:1
Pim2	PIM2	1:1
Pim3	PIM3	1:1
Pimreg	PIMREG	1:1
Pin1	PIN1	1:1
Pin1rt1	PIN1	1:1
Pin4	PIN4	1:1
Pink1	PINK1	1:1
Pinlyp	PINLYP	1:1
Pinx1	PINX1	1:1
Pip	PIP	1:1
Pip4k2a	PIP4K2A	1:1
Pip4k2b	PIP4K2B	1:1
Pip4k2c	PIP4K2C	1:1
Pip4p1	PIP4P1	1:1
Pip4p2	PIP4P2	1:1
Pip5k1a	PIP5K1A	1:1
Pip5k1b	PIP5K1B	1:1
Pip5k1c	PIP5K1C	1:1
Pip5kl1	PIP5KL1	1:1
Pipox	PIPOX	1:1
Pir	PIR	1:1
Pira12	LILRA1	many
Pira12	LILRA2	many
Pira12	LILRA4	many
Pira12	LILRA6	many
Pira13	LILRA1	many
Pira13	LILRA2	many
Pira13	LILRA4	many
Pira13	LILRA6	many
Pira2	LILRA1	many
Pira2	LILRA2	many
Pira2	LILRA4	many
Pira2	LILRA6	many
Pirb	LILRA1	many
Pirb	LILRA2	many
Pirb	LILRA3	many
Pirb	LILRA4	many
Pirb	LILRA6	many
Pirb	LILRB1	many
Pirb	LILRB2	many
Pirb	LILRB5	many
Pirt	PIRT	1:1
Pisd	PISD	1:1
Pithd1	PITHD1	1:1
Pitpna	PITPNA	1:1
Pitpnb	PITPNB	1:1
Pitpnc1	PITPNC1	1:1
Pitpnm1	PITPNM1	1:1
Pitpnm2	PITPNM2	1:1
Pitpnm3	PITPNM3	1:1
Pitrm1	PITRM1	1:1
Pitx1	PITX1	1:1
Pitx2	PITX2	1:1
Pitx3	PITX3	1:1
Piwil1	PIWIL1	1:1
Piwil2	PIWIL2	1:1
Piwil4	PIWIL4	1:1
Pja1	PJA1	1:1
Pja2	PJA2	1:1
Pjvk	PJVK	1:1
Pkd1	PKD1	1:1
Pkd1l1	PKD1L1	1:1
Pkd1l2	PKD1L2	1:1
Pkd1l3	PKD1L3	1:1
Pkd2	PKD2	1:1
Pkd2l1	PKD2L1	1:1
Pkd2l2	PKD2L2	1:1
Pkdcc	PKDCC	1:1
Pkdrej	PKDREJ	1:1
Pkhd1	PKHD1	1:1
Pkhd1l1	PKHD1L1	1:1
Pkia	PKIA	1:1
Pkib	PKIB	1:1
Pkig	PKIG	1:1
Pklr	PKLR	1:1
Pkm	PKM	1:1
Pkmyt1	PKMYT1	1:1
Pkn1	PKN1	1:1
Pkn2	PKN2	1:1
Pkn3	PKN3	1:1
Pknox1	PKNOX1	1:1
Pknox2	PKNOX2	1:1
Pkp1	PKP1	1:1
Pkp2	PKP2	1:1
Pkp3	PKP3	1:1
Pkp4	PKP4	1:1
Pla1a	PLA1A	1:1
Pla2g10	PLA2G10	1:1
Pla2g12a	PLA2G12A	1:1
Pla2g12b	PLA2G12B	1:1
Pla2g15	PLA2G15	1:1
Pla2g1b	PLA2G1B	1:1
Pla2g2a	PLA2G2A	1:1
Pla2g2c	PLA2G2C	1:1
Pla2g2d	PLA2G2D	1:1
Pla2g2e	PLA2G2E	1:1
Pla2g2f	PLA2G2F	1:1
Pla2g3	PLA2G3	1:1
Pla2g4a	PLA2G4A	1:1
Pla2g4b	JMJD7-PLA2G4B	many
Pla2g4b	PLA2G4B	many
Pla2g4c	PLA2G4C	1:1
Pla2g4d	PLA2G4D	1:1
Pla2g4e	PLA2G4E	1:1
Pla2g4f	PLA2G4F	1:1
Pla2g5	PLA2G5	1:1
Pla2g6	PLA2G6	1:1
Pla2g7	PLA2G7	1:1
Pla2r1	PLA2R1	1:1
Plaa	PLAA	1:1
Plaat1	PLAAT1	1:1
Plaat3	PLAAT3	1:1
Plaat5	PLAAT5	1:1
Plac1	PLAC1	1:1
Plac8	PLAC8	1:1
Plac8l1	PLAC8L1	1:1
Plac9	PLAC9	1:1
Plag1	PLAG1	1:1
Plagl1	PLAGL1	1:1
Plagl2	PLAGL2	1:1
Plat	PLAT	1:1
Plau	PLAU	1:1
Plaur	PLAUR	1:1
Plb1	PLB1	1:1
Plbd1	PLBD1	1:1
Plbd2	PLBD2	1:1
Plcb1	PLCB1	1:1
Plcb2	PLCB2	1:1
Plcb3	PLCB3	1:1
Plcb4	PLCB4	1:1
Plcd1	PLCD1	1:1
Plcd3	PLCD3	1:1
Plcd4	PLCD4	1:1
Plce1	PLCE1	1:1
Plcg1	PLCG1	1:1
Plcg2	PLCG2	1:1
Plch1	PLCH1	1:1
Plch2	PLCH2	1:1
Plcl1	PLCL1	1:1
Plcl2	PLCL2	1:1
Plcxd1	PLCXD1	1:1
Plcxd2	PLCXD2	1:1
Plcxd3	PLCXD3	1:1
Plcz1	PLCZ1	1:1
Pld1	PLD1	1:1
Pld2	PLD2	1:1
Pld3	PLD3	1:1
Pld4	PLD4	1:1
Pld5	PLD5	1:1
Pld6	PLD6	1:1
Plec	PLEC	1:1
Plek	PLEK	1:1
Plek2	PLEK2	1:1
Plekha1	PLEKHA1	1:1
Plekha2	PLEKHA2	1:1
Plekha3	PLEKHA3	1:1
Plekha4	PLEKHA4	1:1
Plekha5	PLEKHA5	1:1
Plekha6	PLEKHA6	1:1
Plekha7	PLEKHA7	1:1
Plekha8	PLEKHA8	many
Plekha8	PLEKHA8P1	many
Plekhb1	PLEKHB1	1:1
Plekhb2	PLEKHB2	1:1
Plekhd1	PLEKHD1	1:1
Plekhf1	PLEKHF1	1:1
Plekhf2	PLEKHF2	1:1
Plekhg1	PLEKHG1	1:1
Plekhg2	PLEKHG2	1:1
Plekhg3	PLEKHG3	1:1
Plekhg4	PLEKHG4	1:1
Plekhg5	PLEKHG5	1:1
Plekhg6	PLEKHG6	1:1
Plekhh1	PLEKHH1	1:1
Plekhh2	PLEKHH2	1:1
Plekhh3	PLEKHH3	1:1
Plekhj1	PLEKHJ1	1:1
Plekhm1	PLEKHM1	1:1
Plekhm2	PLEKHM2	1:1
Plekhm3	PLEKHM3	1:1
Plekhn1	PLEKHN1	1:1
Plekho1	PLEKHO1	1:1
Plekho2	PLEKHO2	1:1
Plekhs1	PLEKHS1	1:1
Plet1	PLET1	1:1
Plg	PLG	1:1
Plgrkt	PLGRKT	1:1
Plin1	PLIN1	1:1
Plin2	PLIN2	1:1
Plin3	PLIN3	1:1
Plin4	PLIN4	1:1
Plin5	PLIN5	1:1
Plk1	PLK1	1:1
Plk2	PLK2	1:1
Plk3	PLK3	1:1
Plk4	PLK4	1:1
Plk5	PLK5	1:1
Pllp	PLLP	1:1
Pln	PLN	1:1
Plod1	PLOD1	1:1
Plod2	PLOD2	1:1
Plod3	PLOD3	1:1
Plp1	PLP1	1:1
Plp2	PLP2	1:1
Plpbp	PLPBP	1:1
Plpp1	PLPP1	1:1
Plpp2	PLPP2	1:1
Plpp3	PLPP3	1:1
Plpp4	PLPP4	1:1
Plpp5	PLPP5	1:1
Plpp6	PLPP6	1:1
Plpp7	PLPP7	1:1
Plppr1	PLPPR1	1:1
Plppr2	PLPPR2	1:1
Plppr3	PLPPR3	1:1
Plppr4	PLPPR4	1:1
Plppr5	PLPPR5	1:1
Plrg1	PLRG1	1:1
Pls1	PLS1	1:1
Pls3	PLS3	1:1
Plscr1	PLSCR1	1:1
Plscr1l1	PLSCR1	many
Plscr1l1	PLSCR2	many
Plscr2	PLSCR1	many
Plscr2	PLSCR2	many
Plscr3	PLSCR3	1:1
Plscr4	PLSCR4	1:1
Plscr5	PLSCR5	1:1
Pltp	PLTP	1:1
Plut	PLUT	1:1
Plvap	PLVAP	1:1
Plxdc1	PLXDC1	1:1
Plxdc2	PLXDC2	1:1
Plxna1	PLXNA1	1:1
Plxna2	PLXNA2	1:1
Plxna3	PLXNA3	1:1
